FILTROS;;;;;;;;
;0 Registros;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;DT_INI_OP;DT_FIN_OP;COD_DOC_OP;
