FILTROS;;;;;;;
;87 Registros;;;;;;
0190;09/2025-67903807000105;F5D8B0716BB6486A372D802359709E02;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;168;BAND;
0190;09/2025-67903807000105;FCF3F8B64933933D1BD2A5B0AE4DFB13;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;169;PE;
0190;09/2025-67903807000105;3DF6B5AAA3530916A6B4B4374814FD52;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;172;POTE;
0190;09/2025-67903807000105;75B4123BE86B36E646AA88F64F1458DA;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;174;UNID.;
0190;09/2025-67903807000105;6CABCB83A8B9D0E32AEB3CDBF055489B;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;176;pct;
0190;09/2025-67903807000105;E28962DB985306CA3AB1FCF3FE606D3E;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;177;COPO;
0190;09/2025-67903807000105;962ABD6CE945672D2646E39EB263D26E;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;179;QD;
0190;09/2025-67903807000105;5E29E378A20CDD6C4A20002426366B0A;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;221;PT6;
0190;09/2025-67903807000105;5D38B91066A0399BDD75A3E2E0A852F8;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;260;CX16;
0190;09/2025-67903807000105;E0C901EC1017E12C2D9DD5E0B2DEBBB6;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;279;Caixa;
0190;09/2025-67903807000105;AA77A112A05CA3668D35F5CA178A3655;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;326;SERVIÇOS;
0190;09/2025-67903807000105;F298A7E9C43C4678B41300E4DA96C9F2;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;334;UM;
0190;09/2025-67903807000105;34E230BBE0242F73299574F94A3B292E;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;449;Cxt;
0190;09/2025-67903807000105;5C5A7D26D184790ABC9101378722A376;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;450;12/CX;
0190;09/2025-67903807000105;BAB8A29A063275F6C3D284B444FBD0F5;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;452;CR;
0190;09/2025-67903807000105;48F505497C118F331AF6458C7DCB8BA2;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;458;CAX;
0190;09/2025-67903807000105;73EC796779F2074ECE2310388E126916;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;497;CTA;
0190;09/2025-67903807000105;1BB6773D9C515E3CCE65EC73696CD85D;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;589;DSP;
0190;09/2025-67903807000105;D5A6F722C68E4D1788DF5F0DF431458F;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;701;Bj;
0190;09/2025-67903807000105;CAEDF12EB855096B9EACA0D6D3EC57CB;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;752;CxK;
0190;09/2025-67903807000105;E9D96FB14749D71BF1F679F7FB9513BA;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;807;CX501;
0190;09/2025-67903807000105;EC1272F5DB0E5EBBFBD8201B0892FBC5;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;930;Fardo com 50.0;
0190;09/2025-67903807000105;21B4D279F0C99465B7104EBCF0D84F83;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;1021;CTC;
0190;09/2025-67903807000105;82B7288D07D494A2BBE7F04D8761DBDC;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;1064;CARGA;
0190;09/2025-67903807000105;EE93D609503B736474FA645CCF6E97C4;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;1114;DIS;
0190;09/2025-67903807000105;28767F44708F701AB40131BEE864F1FC;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;1221;DESCRICAO_BANDEJ;
0190;09/2025-67903807000105;F3C12D804296E0FAFBC1CB897CB7BCE8;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;1345;vd;
0190;09/2025-67903807000105;075A27713A6A54D5C25CBD0D51B2A139;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;1742;1UN;
0190;09/2025-67903807000105;7FF0AD683F4A60BAC357374374C00228;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;1992;unidad;
0190;09/2025-67903807000105;A2CB8D339E9DAAE4C31126FF6B673274;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;2124;PLT;
0190;09/2025-67903807000105;0EC6CD9F3E2AA33C25B9A20030439D26;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;2986;CX/FD;
