FILTROS;;;;;;;;
;0 Registros;;;;;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;UF;VL_BC_ICMS_ST;VL_ICMS_ST;
