FILTROS;;;;;;;;
;0 Registros;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;DT_ALT;NR_CAMPO;CONT_ANT;
