FILTROS;;;;;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;0;0;;0;;0;;0;;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_MOD;SER;SUB;NUM_DOC_INI;NUM_DOC_FIN;CFOP;DT_REF;VL_DOC;VL_DESC;CST_PIS;VL_BC_PIS;ALIQ_PIS;VL_PIS;CST_COFINS;VL_BC_COFINS;ALIQ_COFINS;VL_COFINS;COD_CTA;
