FILTROS;;;;;;;;;;
;0 Registros;;;;;;;;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;DT_INI_OS;DT_FIN_OS;COD_DOC_OS;COD_ITEM_ORI;QTD_ORI;
