FILTROS;;;;;;;;;;;;;;;
;0 Registros;;;;;;;0;;0;0;;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_CTD;CTA_ISS;CTA_COSIF;QTD_OCOR;COD_SERV;VL_CONT;VL_BC_ISS;ALIQ_ISS;VL_ISS;COD_INF_OBS;
