FILTROS;;;;;;;;;;;
;0 Registros;;;;;;0;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_PART;VEIC_ID;QTD_VOL;PESO_BRT;PESO_LIQ;UF_ID;
