FILTROS;;;;;;;;;
;0 Registros;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;NUM_CAMPO;COD_DET;DET_VALOR;INF_COMPL;
