FILTROS;;;;;;;;;;;;
;0 Registros;;;;;;;;0;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;DT_INI_AP;DT_FIN_AP;COD_OP_OS;COD_ITEM;QTD_COR_POS;QTD_COR_NEG;ORIGEM;
