FILTROS;;;;;;;;;;;;;;
;;0;;0;0;0;;;;0;;0 inconsistências;0 sugestões;
COD_ITEM;DESCR_ITEM;QTD_INV;UNID_INV;QTD_VENDIDA;PRECO_MEDIO;CUSTO_PERCEBIDO;CUSTO_LIQUIDO;IMPACTO_CUSTO;MARGEM_PERCEBIDA;MARGEM_REAL;OPORTUNIDADE;INCONSISTENCIA;SUGESTAO;
