FILTROS;;;;;;;;;;;
;0 Registros;;;;;;;0;;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_OP_OS;COD_ITEM;DT_SAIDA;QTD_SAIDA;DT_RET;QTD_RET;
