FILTROS;;;;;;;;;;;;
;0 Registros;;;;;0;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;IND_DED;VL_DED;NUM_PROC;IND_PROC;PROC;COD_INF_OBS;IND_OBR;
