FILTROS;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;;;0;0;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_MOD;SER;SUB;NUM_DOC_INI;NUM_DOC_FIN;DT_DOC;CST_ICMS;CFOP;ALIQ_ICMS;VL_OPR;VL_DESC;VL_SERV;VL_BC_ICMS;VL_ICMS;
