FILTROS;;;;;;;;;;
;0 Registros;;;;;;;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;DT_MOV;COD_ITEM_ORI;COD_ITEM_DEST;QTD_ORI;QTD_DEST;
