FILTROS;;;;;;;;;;;;;;;;;;;
;;;;;;TRIBUTA플O ICMS NORMAL E ICMS-ST;;;;;TRIBUTA플O DO PIS E DA COFINS;;;;TRIBUTA플O DO IPI;;;;
COD_ITEM;DESCRI플O;CFOP;UF_DEST;FORNC_SIMPLES;TIPO_CLIENTE;CST_ICMS;ALIQ_ICMS;ALIQ_ICMS_ST;RED_BC_ICMS;MVA_ST_ORIGINAL;CST_PIS_COFINS;ALIQ_PIS;ALIQ_COFINS;COD_NAT_PIS_COFINS;CST_IPI;ALIQ_IPI;IND_APUR;COD_ENQ_IPI;
