FILTROS;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;VL_CONT;VL_MAT_TERC;VL_MAT_PROP;VL_SUB;VL_ISNT;VL_DED_BC;VL_BC_ISS;VL_BC_ISS_RT;VL_ISS;VL_ISS_RT;VL_DED;VL_ISS_REC;VL_ISS_ST;VL_ISS_REC_UNI;
