FILTROS;;;;;;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;0;0;;;0;;0;0;0;;;0;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;NUM_ITEM;COD_ITEM;COD_CLASS;QTD;UNID;VL_ITEM;VL_DESC;CST_ICMS;CFOP;VL_BC_ICMS;ALIQ_ICMS;VL_ICMS;VL_BC_ICMS_ST;VL_ICMS_ST;IND_REC;COD_PART;VL_PIS;VL_COFINS;COD_CTA;
