FILTROS;;;;;;;;;;;;;;
;0 Registros;;;;;0;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_OR;VL_OR;DT_VCTO;COD_REC;NUM_PROC;IND_PROC;PROC;TXT_COMPL;MES_REF;
